pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
34936725,A Charge-Switchable Zwitterionic Peptide for Rapid Detection of SARS-CoV-2 Main Protease.,PMC8854333,"""Jin Z, Mantri Y, Retout M, Cheng Y, Zhou J, Jorns A, Fajtova P, Yim W, Moore C, Xu M, Creyer MN, Borum RM, Zhou J, Wu Z, He T, Penny WF, ""ODonoghue AJ"", Jokerst JV""",doi:10.1002/anie.202112995,"""Colorimetric analysis, Covid-19, Smart mask, Zwitterionic peptide, mpro/3clpro/nsp5""","""D015415, D001944, D000086382, D003124, D000086782, D006801, D057230, D010455, D059748, D000086402""","""Biomarkers, Breath Tests, COVID-19, Colorimetry, Coronavirus 3C Proteases, Humans, Limit of Detection, Peptides, Proteolysis, SARS-CoV-2""",DE031114,Angewandte Chemie (International ed. in English),2022
34889013,A Dual-Color Fluorescent Probe Allows Simultaneous Imaging of Main and Papain-like Proteases of SARS-CoV-2-Infected Cells for Accurate Detection and Rapid Inhibitor Screening.,PMC8854376,"""Cheng Y, Borum RM, Clark AE, Jin Z, Moore C, Fajtová P, ""ODonoghue AJ"", Carlin AF, Jokerst JV""",doi:10.1002/anie.202113617,"""Inhibitor Screening, Main Protease, Papain-Like Protease, SARS-CoV-2, Simultaneous Visualization""","""D003116, D000086782, D000086882, D031541, D005456, D057809, D006801, D011480, D000086402""","""Color, Coronavirus 3C Proteases, Coronavirus Papain-Like Proteases, Fluorescence Resonance Energy Transfer, Fluorescent Dyes, HEK293 Cells, Humans, Protease Inhibitors, SARS-CoV-2""",DE031114,Angewandte Chemie (International ed. in English),2022
34520186,Modulation of Gold Nanorod Growth via the Proteolysis of Dithiol Peptides for Enzymatic Biomarker Detection.,PMC8549377,"""Creyer MN, Jin Z, Moore C, Yim W, Zhou J, Jokerst JV""",doi:10.1021/acsami.1c11620,"""biomarkers, biosensing, enzyme activity, gold nanorods, peptides, proteolysis""","""D000818, D007611, D015415, D002417, D003124, D057075, D006046, D006801, D057230, D043942, D010455, D000075082, D059748, D013552, D014357, D014361""","""Animals, Aprotinin, Biomarkers, Cattle, Colorimetry, Enzyme Assays, Gold, Humans, Limit of Detection, Nanotubes, Peptides, Proof of Concept Study, Proteolysis, Swine, Trypsin, Trypsin Inhibitors""",DE031114,ACS applied materials & interfaces,2021
34309356,Mapping Aerosolized Saliva on Face Coverings for Biosensing Applications.,PMC8543450,"""Jin Z, Jorns A, Yim W, Wing R, Mantri Y, Zhou J, Zhou J, Wu Z, Moore C, Penny WF, Jokerst JV""",doi:10.1021/acs.analchem.1c02399,,"""D000336, D000086382, D006801, D008397, D000086402, D012463""","""Aerosols, COVID-19, Humans, Masks, SARS-CoV-2, Saliva""",DE031114,Analytical chemistry,2021
34038103,Activatable Carbocyanine Dimers for Photoacoustic and Fluorescent Detection of Protease Activity.,PMC8375416,"""Moore C, Borum RM, Mantri Y, Xu M, Fajtová P, ""ODonoghue AJ"", Jokerst JV""",doi:10.1021/acssensors.1c00518,"""H-aggregate, Mpro., activity, cyanine, dimer, photoacoustic, protease, trypsin""","""D000818, D000086382, D002232, D005456, D006801, D051379, D010447, D061088, D059748, D000086402""","""Animals, COVID-19, Carbocyanines, Fluorescent Dyes, Humans, Mice, Peptide Hydrolases, Photoacoustic Techniques, Proteolysis, SARS-CoV-2""",DE031114,ACS sensors,2021
37588769,Estimating Time-Varying Treatment Switching Effect Using Accelerated Failure Time Model with Application to Vascular Access for Hemodialysis.,PMC10427130,"""Chu FI, Wang Y""",doi:10.1080/03610926.2021.2004423,"""Smoothing spline function, Time-varying switching effect, Treatment switching""",,,DK130067,Communications in statistics: theory and methods,2023
36594047,Estimation and model selection for nonparametric function-on-function regression.,PMC9802009,"""Wang Z, Dong H, Ma P, Wang Y""",doi:10.1080/10618600.2022.2037434,"""Convergence rate, Regularization, Reproducing kernel Hilbert space, Smoothing spline ANOVA""",,,DK130067,"Journal of computational and graphical statistics : a joint publication of American Statistical Association, Institute of Mathematical Statistics, Interface Foundation of North America",2022
36106337,SARS-CoV-2 neutralizing antibody response after three doses of mRNA1273 vaccine and COVID-19 in hemodialysis patients.,PMC9470295,"""Wang X, Han M, Fuentes LR, Thwin O, Grobe N, Wang K, Wang Y, Kotanko P""",doi:10.3389/fneph.2022.926635,"""COVID-19, Omicron, SARS-CoV-2, coronavirus, hemodialysis, mRNA1273, neutralizing antibody, vaccination""",,,DK130067,Frontiers in nephrology,2022
36031854,Modified Brier score for evaluating prediction accuracy for binary outcomes.,PMC9691523,"""Yang W, Jiang J, Schnellinger EM, Kimmel SE, Guo W""",doi:10.1177/09622802221122391,"""Brier score, binary risk prediction, breast cancer risk""","""D006801, D005260, D011336, D003198, D001943""","""Humans, Female, Probability, Computer Simulation, Breast Neoplasms""",DK130067,Statistical methods in medical research,2022
34697801,Dynamic logistic state space prediction model for clinical decision making.,PMC9038961,"""Jiang J, Yang W, Schnellinger EM, Kimmel SE, Guo W""",doi:10.1111/biom.13593,"""Laplace approximation, dynamic prediction, smoothing spline""","""D006801, D016015, D003198, D000066491""","""Humans, Logistic Models, Computer Simulation, Clinical Decision-Making""",DK130067,Biometrics,2023
34530746,Transmission of SARS-CoV-2 considering shared chairs in outpatient dialysis: a real-world case-control study.,PMC8444531,"""Thadhani R, Willetts J, Wang C, Larkin J, Zhang H, Fuentes LR, Usvyat L, Belmonte K, Wang Y, Kossmann R, Hymes J, Kotanko P, Maddux F""",doi:10.1186/s12882-021-02518-4,"""COVID-19, End Stage Renal Disease, Hemodialysis, Kidney Failure, SARS-CoV-2""","""D000368, D000554, D000086382, D016022, D004781, D005260, D050456, D006801, D017053, D007374, D016015, D008297, D008875, D008962, D010045, D006435, D012189, D012306, D000086402, D014481, D017201""","""Aged, Ambulatory Care Facilities, COVID-19, Case-Control Studies, Environmental Exposure, Female, Fomites, Humans, Infection Control, Interior Design and Furnishings, Logistic Models, Male, Middle Aged, Models, Theoretical, Outpatients, Renal Dialysis, Retrospective Studies, Risk, SARS-CoV-2, United States, Virus Shedding""",DK130067,BMC nephrology,2021
34378318,Trajectories of clinical and laboratory characteristics associated with COVID-19 in hemodialysis patients by survival.,PMC8444916,"""Chaudhuri S, Lasky R, Jiao Y, Larkin J, Monaghan C, Winter A, Neri L, Kotanko P, Hymes J, Lee S, Wang Y, Kooman JP, Maddux F, Usvyat L""",doi:10.1111/hdi.12977,"""COVID-19, albumin, body temperature, clinical trajectories, creatinine, ferritin, interdialytic weight gain, lymphocytes, neutrophils, pulse rate, systolic blood pressure""","""D000328, D001794, D000086382, D006801, D007753, D006435, D000086402""","""Adult, Blood Pressure, COVID-19, Humans, Laboratories, Renal Dialysis, SARS-CoV-2""",DK130067,Hemodialysis international. International Symposium on Home Hemodialysis,2022
34281959,Testing of Worn Face Masks for Timely Diagnosis of SARS-CoV-2 in Hemodialysis Patients.,PMC8806082,"""Wang X, Grobe N, Haq Z, Thwin O, Fuentes LR, Maddux D, Kotanko P""",doi:10.1681/ASN.2021060812,"""COVID-19, SARS-CoV-2, dialysis, mask""","""D000328, D000368, D000369, D000086382, D000087123, D005260, D006801, D008297, D008397, D008875, D006435, D051437, D020133, D000086402""","""Adult, Aged, Aged, 80 and over, COVID-19, COVID-19 Nucleic Acid Testing, Female, Humans, Male, Masks, Middle Aged, Renal Dialysis, Renal Insufficiency, Reverse Transcriptase Polymerase Chain Reaction, SARS-CoV-2""",DK130067,Journal of the American Society of Nephrology : JASN,2021
34230102,Presence of SARS-CoV-2 Antibodies in Spent Peritoneal Dialysate.,PMC8455254,"""Wang X, Grobe N, Patel A, Sharma S, Uribarri J, Kotanko P""",doi:10.1681/ASN.2021020161,"""COVID-19, SARS-CoV-2, antibody, peritoneal dialysis""","""D058186, D000914, D000086382, D000086462, D015314, D004797, D006801, D007074, D007676, D058873, D010530, D010750, D000086402, D064370""","""Acute Kidney Injury, Antibodies, Viral, COVID-19, Coronavirus Nucleocapsid Proteins, Dialysis Solutions, Enzyme-Linked Immunosorbent Assay, Humans, Immunoglobulin G, Kidney Failure, Chronic, Pandemics, Peritoneal Dialysis, Phosphoproteins, SARS-CoV-2, Spike Glycoprotein, Coronavirus""",DK130067,Journal of the American Society of Nephrology : JASN,2021
34094520,Arterial oxygen saturation and hypoxemia in hemodialysis patients with COVID-19.,PMC7929020,"""Preciado P, Tapia Silva LM, Ye X, Zhang H, Wang Y, Waguespack P, Kooman JP, Kotanko P""",doi:10.1093/ckj/sfab019,"""COVID-19, chronic kidney disease, hemodialysis, hypoxemia, oxygen saturation""",,,DK130067,Clinical kidney journal,2021
34088907,Robust estimation of SARS-CoV-2 epidemic in US counties.,PMC8178310,"""Li H, Gu M""",doi:10.1038/s41598-021-90195-6,,"""D050936, D000086382, D006801, D008397, D000085762, D000086402, D014481""","""Basic Reproduction Number, COVID-19, Humans, Masks, Physical Distancing, SARS-CoV-2, United States""",DK130067,Scientific reports,2021
33948448,Robust estimation of SARS-CoV-2 epidemic in US counties.,PMC8095204,"""Li H, Gu M""",,,,,DK130067,ArXiv,2020
33898967,SARS-CoV-2 Seropositivity Rates in Patients and Clinical Staff in New York City Dialysis Facilities: Association With the General Population.,PMC8057685,"""Thwin O, Grobe N, Tapia Silva LM, Ye X, Zhang H, Wang Y, Kotanko P""",doi:10.1016/j.xkme.2021.02.010,,,,DK130067,Kidney medicine,2021
33878507,Sample pooling: burden or solution?,PMC9477502,"""Grobe N, Cherif A, Wang X, Dong Z, Kotanko P""",doi:10.1016/j.cmi.2021.04.007,"""Antibody, Antigen, COVID-19, Pool testing, RT-PCR, SARS-CoV-2, Viral""","""D000914, D000086382, D000086742, D003955, D006801, D008403, D012367, D012107, D000086402, D012680, D013048""","""Antibodies, Viral, COVID-19, COVID-19 Testing, Diagnostic Tests, Routine, Humans, Mass Screening, RNA, Viral, Research Design, SARS-CoV-2, Sensitivity and Specificity, Specimen Handling""",DK130067,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,2021
33685976,Comparative Analysis of SARS-CoV-2 Reproduction Rates in the Dialysis and General Populations.,PMC8017554,"""Cherif A, Willetts JL, Usvyat L, Wang Y, Kotanko P""",doi:10.1681/ASN.2020121691,"""COVID-19, chronic hemodialysis, chronic kidney disease, chronic kidney failure, chronic renal disease, chronic renal failure, dialysis, end stage kidney disease, epidemiology and outcomes, hemodialysis""",,,DK130067,Journal of the American Society of Nephrology : JASN,2021
33655270,Transmission of SARS-CoV-2 Considering Shared Chairs in Outpatient Dialysis: A Real-World Case-Control Study.,PMC7924295,"""Thadhani R, Willetts J, Wang C, Larkin J, Zhang H, Fuentes LR, Usvyat L, Belmonte K, Wang Y, Kossmann R, Hymes J, Kotanko P, Maddux F""",doi:10.1101/2021.02.20.21251855,,,,DK130067,medRxiv : the preprint server for health sciences,2021
37327108,Effective Modulation of Inflammation and Oxidative Stress for Enhanced Regeneration of Intervertebral Discs Using 3D Porous Hybrid Protein Nanoscaffold.,,"""Yang L, Bhujel B, Hou Y, Luo J, An SB, Han I, Lee KB""",doi:10.1002/adma.202303021,"""2D nanomaterials, 3D hybrid protein nanoscaffolds, epigenetic modification, inflammation, intervertebral disc (IVD) degeneration, nanoscaffolds, oxidative stress, self-assembly""",,,HL150852,"Advanced materials (Deerfield Beach, Fla.)",2023
37058079,"Nanotechnology Approaches for Prevention and Treatment of Chemotherapy-Induced Neurotoxicity, Neuropathy, and Cardiomyopathy in Breast and Ovarian Cancer Survivors.",,"""Nevins S, McLoughlin CD, Oliveros A, Stein JB, Rashid MA, Hou Y, Jang MH, Lee KB""",doi:10.1002/smll.202300744,"""cardiomyopathy, nanotechnology and nanomedicine, neuropathy, neurotoxicity, ovarian and breast cancer""",,,HL150852,"Small (Weinheim an der Bergstrasse, Germany)",2023
36688839,Nanoparticle-Based Artificial Mitochondrial DNA Transcription Regulator: MitoScript.,,"""Yang L, Rathnam C, Hidaka T, Hou Y, Conklin B, Pandian GN, Sugiyama H, Lee KB""",doi:10.1021/acs.nanolett.2c03958,"""Artificial transcription factors, Mitochondria DNA (mtDNA) manipulations, Mitochondria-targeted delivery, Nanoclusters, Nanomedicine""","""D006801, D004272, D008928, D014158, D001692, D053758""","""Humans, DNA, Mitochondrial, Mitochondria, Transcription, Genetic, Biological Transport, Nanoparticles""",HL150852,Nano letters,2023
36547592,Multiple F-Box Proteins Collectively Regulate Cell Development and Pathogenesis in the Human Pathogen Cryptococcus neoformans.,PMC9781138,"""Cao C, Wang Y, Avina SL, Walter J, Xue C""",doi:10.3390/jof8121259,"""Cryptococcus neoformans, E3 ligase, F-box protein, fungal pathogenesis, stress response""",,,HL150852,"Journal of fungi (Basel, Switzerland)",2022
36481291,Advanced theragnostics for the central nervous system (CNS) and neurological disorders using functional inorganic nanomaterials.,,"""Conklin B, Conley BM, Hou Y, Chen M, Lee KB""",doi:10.1016/j.addr.2022.114636,"""CNS injury, Multifunctional Inorganic nanomaterials, Neuroinflammation, Neurological disorders, Optogenetics, Theragnostics""","""D006801, D049329, D002490, D019636""","""Humans, Nanostructures, Central Nervous System, Neurodegenerative Diseases""",HL150852,Advanced drug delivery reviews,2023
35908087,Ym155 localizes to the mitochondria leading to mitochondria dysfunction and activation of AMPK that inhibits BMP signaling in lung cancer cells.,PMC9338953,"""Mondal A, Jia D, Bhatt V, Akel M, Roberge J, Guo JY, Langenfeld J""",doi:10.1038/s41598-022-17446-y,,"""D055372, D000970, D017209, D019485, D045744, D006801, D007093, D051034, D008175, D008928, D009285, D000077022""","""AMP-Activated Protein Kinases, Antineoplastic Agents, Apoptosis, Bone Morphogenetic Proteins, Cell Line, Tumor, Humans, Imidazoles, Inhibitor of Apoptosis Proteins, Lung Neoplasms, Mitochondria, Naphthoquinones, Survivin""",HL150852,Scientific reports,2022
35759871,Harnessing the Immune Response to Fungal Pathogens for Vaccine Development.,,"""Rivera A, Lodge J, Xue C""",doi:10.1146/annurev-micro-041020-111511,"""T cells, adaptive immunity, fungal infections, fungal vaccines, innate immunity, trained immunity""","""D000818, D005657, D006801, D007109, D000072742, D051379, D000087506, D014612""","""Animals, Fungal Vaccines, Humans, Immunity, Invasive Fungal Infections, Mice, Vaccine Development, Vaccines""",HL150852,Annual review of microbiology,2022
35690792,Development of a novel human CD147 knock-in NSG mouse model to test SARS-CoV-2 viral infection.,PMC9187929,"""Badeti S, Jiang Q, Naghizadeh A, Tseng HC, Bushkin Y, Marras SAE, Nisa A, Tyagi S, Chen F, Romanienko P, Yehia G, Evans D, Lopez-Gonzalez M, Alland D, Russo R, Gause W, Shi L, Liu D""",doi:10.1186/s13578-022-00822-6,"""Accessory receptor, BSG, Basigin, CD147, COVID-19, Immune responses, Knock-in mouse model, NSG, Physiological expression, SARS-CoV-2, Spike protein, Viral entry, hCD147KI""",,,HL150852,Cell & bioscience,2022
35475172,Development of a Novel Human CD147 Knock-in NSG Mouse Model to Test SARS-CoV-2 Viral Infection.,PMC9040682,"""Badeti S, Jiang Q, Naghizadeh A, Tseng HC, Bushkin Y, Marras SAE, Nisa A, Tyagi S, Chen F, Romanienko P, Yehia G, Evans D, Lopez-Gonzalez M, Alland D, Russo R, Gause W, Shi L, Liu D""",doi:10.21203/rs.3.rs-1431484/v1,,,,HL150852,Research square,2022
35303007,In vitro machine learning-based CAR T immunological synapse quality measurements correlate with patient clinical outcomes.,PMC8955962,"""Naghizadeh A, Tsao WC, Hyun Cho J, Xu H, Mohamed M, Li D, Xiong W, Metaxas D, Ramos CA, Liu D""",doi:10.1371/journal.pcbi.1009883,,"""D000951, D001185, D015415, D006801, D054992, D000069550, D009369, D000076962, D015203, D059016""","""Antigens, Neoplasm, Artificial Intelligence, Biomarkers, Humans, Immunological Synapses, Machine Learning, Neoplasms, Receptors, Chimeric Antigen, Reproducibility of Results, Tumor Microenvironment""",HL150852,PLoS computational biology,2022
35225261,Natural Killer (NK) and CAR-NK Cell Expansion Method using Membrane Bound-IL-21-Modified B Cell Line.,,"""Ma M, Badeti S, Kim JK, Liu D""",doi:10.3791/62336,,"""D002460, D020031, D004854, D006801, D016219, D007378, D007694""","""Cell Line, Epstein-Barr Virus Infections, Herpesvirus 4, Human, Humans, Immunotherapy, Adoptive, Interleukins, Killer Cells, Natural""",HL150852,Journal of visualized experiments : JoVE,2022
35192123,Bone morphogenetic protein receptor inhibitors suppress the growth of glioblastoma cells.,PMC8989651,"""Kaye J, Mondal A, Foty R, Jia D, Langenfeld J""",doi:10.1007/s11010-022-04383-7,"""BMP, BMP inhibitors, BMPR2, Cancer stem cells, Glioblastoma, ID1""","""D055415, D052004, D019485, D005909, D006801, D008024, D015398""","""Bone Morphogenetic Protein 4, Bone Morphogenetic Protein Receptors, Bone Morphogenetic Proteins, Glioblastoma, Humans, Ligands, Signal Transduction""",HL150852,Molecular and cellular biochemistry,2022
34367128,CAR-NK Cells Effectively Target SARS-CoV-2-Spike-Expressing Cell Lines In Vitro.,PMC8343231,"""Ma MT, Badeti S, Chen CH, Kim J, Choudhary A, Honnen B, Reichman C, Calianese D, Pinter A, Jiang Q, Shi L, Zhou R, Xu H, Li Q, Gause W, Liu D""",doi:10.3389/fimmu.2021.652223,"""CAR (chimeric antigen receptor), COVID-19, E484K variant, N501Y variant, NK cells, SARS-CoV-2, off-the-shelf""","""D000072283, D000086382, D005786, D056945, D006801, D007694, D000076962, D000086402, D064370""","""A549 Cells, COVID-19, Gene Expression Regulation, Hep G2 Cells, Humans, Killer Cells, Natural, Receptors, Chimeric Antigen, SARS-CoV-2, Spike Glycoprotein, Coronavirus""",HL150852,Frontiers in immunology,2021
